userid;bookid;score
261091;3442448794;10
249407;0399528164;0
250405;0897330536;10
270820;0385247311;8
256167;0553194747;0
275808;0316666343;8
266866;074341554X;0
257483;0394584082;0
266742;034544101X;0
245963;0821727257;0
261829;0312195516;9
250645;0446516317;0
266465;1930502028;10
259041;0684872153;8
257204;0886771927;0
245963;0942024001;0
265313;0553211757;10
242824;0671744208;0
249862;0345322215;0
240829;0380812037;3
251394;0767904508;0
274061;037325735X;0
267511;0586072667;0
243899;0345407873;0
266807;0061009059;5
264680;0971880107;2
240883;1565123034;5
251843;0312246560;10
243077;0812559711;0
251394;0439050006;0
248289;0892817771;8
242646;0758202725;0
276688;044022327X;0
263733;3627000528;8
251047;0743206061;5
263460;0425185710;0
245963;0373107498;0
245102;0553271636;7
246655;0373059868;0
252695;0345296710;0
270713;0747536724;6
251019;1557730709;4
267635;044651747X;0
258534;0439139600;10
266226;0425193071;0
259279;0385487398;9
271295;0679762698;7
270625;8433914758;7
253226;0679400702;0
264525;0446360716;5
242824;0373270208;0
242299;0553371010;0
249628;0671496174;10
245188;0312099436;9
240569;0446605239;10
246495;0671434225;8
273373;2070393712;6
269719;1551664267;0
250962;0786888067;9
244657;0446605239;6
246671;1551664917;0
267033;0553210122;0
246470;089879904X;6
274004;0740719890;0
272715;0679736549;6
255099;0140282696;0
270737;1564782425;6
267635;0553283596;0
245410;0345384350;0
251422;0671736787;0
241666;0425154882;9
243312;0590634275;0
263163;0060930535;0
254899;0394712587;0
267444;006016249X;10
250962;0425042723;0
245963;0449211630;0
259118;0060278684;9
262998;0471517429;8
274301;044651652X;0
265313;0399137718;0
245963;0515109509;0
274308;0446328731;0
248292;0451191153;0
247752;0515123854;0
242646;0446601853;0
267061;0060164204;0
272573;0446357170;9
270713;0743444035;7
254465;0385306032;0
246655;0373706901;0
251642;038081093X;6
270820;0020518609;7
240567;0843945508;1
260388;0140185216;9
241749;155166898X;0
245645;0061003719;0
251844;1853260401;10
256886;0575603119;6
272411;0702222550;0
240267;0440170796;0
274549;0385490992;0
275970;0395883245;0
266056;0553562797;0
245963;0553583891;0
265276;0440234743;8
275922;0446672211;0
246655;0373029535;0
259057;8423626806;0
248810;0449215571;0
250292;0140277447;8
274308;0345313151;0
268035;0060928336;0
241980;0842329129;10
243490;0449217086;5
245647;0380690543;0
263480;0446365505;5
265889;0385506651;0
263271;0445408456;0
269566;0451192001;0
263163;1568848595;0
248559;0062548662;7
251442;0786887176;7
250764;0440106575;0
249407;0312291639;0
257204;0516419471;0
262311;0399149155;6
273813;0449219399;5
273858;0937064688;8
248718;0886775469;8
264031;0515117617;8
247189;0316666343;9
246655;0446364924;0
242007;0553296981;6
268300;0385302975;7
274656;0967481708;10
259829;0140092323;0
248718;0449209113;8
269566;0449003787;0
249128;8475094015;9
273906;0971880107;0
240225;0786884622;0
274004;0440174643;0
264321;042513525X;0
251102;0373288646;0
251140;0684844958;0
275260;0399136460;7
275276;0849952972;10
252601;0449223833;0
276680;0393324834;0
275970;0743200039;0
265313;0446354678;0
259625;0373711700;7
268932;0919964583;0
270828;0345366239;7
248772;0767900766;7
261829;0679744398;0
240445;0385333463;0
254206;0451156609;8
242878;0961462000;8
240756;0449232077;0
261105;0060987324;6
258152;0805210555;0
263877;0449204979;0
245312;044040102X;0
269728;1857236025;0
263482;044050757X;8
242458;044022165X;0
251844;0684860732;0
246318;1559723505;9
246776;1853262714;0
263344;0064405842;0
276184;8432206008;0
246156;0140430164;10
252848;0373093527;0
264317;0804106304;0
250405;067122705X;0
270713;0446516910;10
246483;0312321678;7
275970;0151010668;0
252695;0515120618;0
271048;0394570405;0
244349;1557737185;0
272482;0140266402;0
255876;0451203895;8
266753;0441003745;0
249862;0553090828;5
265385;0143312014;0
255577;0743410068;0
245371;0449213323;0
268239;0373218850;0
245963;0395407222;0
265834;8420443247;0
275638;0345460693;0
254467;0316285269;0
249146;0553569910;0
250196;0446612545;9
247664;0671533983;0
274004;0425154092;0
259371;0971880107;0
256247;014131138X;8
254465;006108235X;0
254899;0380713292;0
254465;0440148138;0
241086;0743446526;0
276291;0967473659;0
269566;0452264464;0
243745;0671722816;0
240225;045121031X;0
251325;0842329129;10
264637;0373123213;0
275074;034541215X;10
258938;0786885688;3
274549;0385503822;0
246247;084233226X;0
245088;0671656236;7
256167;0440224837;0
246933;0515131083;9
246655;0821751999;0
247521;0140714243;0
274308;0812533054;0
246247;0060675357;8
244918;0590452037;7
268110;0393050424;0
245645;0380877910;0
268657;0448095440;0
268932;0689848943;5
251613;0062512897;0
271176;1565117794;10
270723;0691017840;10
258185;038077352X;0
257204;0441481922;0
252695;0345461967;0
260902;3442423090;8
256072;0066211069;5
255092;0525176136;8
264082;0440193877;0
269719;0385336810;0
263383;0380789884;5
248718;0811819698;10
255295;844062719X;7
274004;0380726254;6
274634;188712876X;6
245963;0449235297;0
243077;002542730X;0
274808;0380703440;0
273110;0553268880;0
265889;0451408470;5
251844;0451453328;8
254899;0525470816;8
242824;0373239939;0
263107;0460879146;4
243991;0446522791;0
252071;0451411021;0
250444;0440402832;0
271176;0446341754;0
274558;0971880107;0
251730;0671683454;0
261611;0394589424;6
262399;0446611913;0
258534;0449003132;0
264321;0451203895;5
269566;0553287346;0
257204;0445210540;0
253580;0440224594;5
243838;354860028X;0
240643;0671027360;0
245925;0525934251;0
271352;3442440238;0
241548;0553292455;0
246470;0786867647;9
261105;3442722810;0
257204;0812523016;10
260067;0743436210;0
249862;0446609781;0
274061;0140620222;0
269719;0804106436;0
257450;0743204662;0
252126;157324094X;0
261105;904500741X;8
255979;3522128001;10
251394;0879517921;0
243700;0789497379;10
266226;0679443878;0
253821;0843921846;0
256843;0446611212;0
259901;006016848X;0
252848;1551668955;0
243700;1878688006;8
257700;0671702440;0
259014;0446611859;10
260412;3548600107;5
248656;0140430105;6
249894;1563923920;5
245963;0553134191;0
273718;0141185066;8
241980;0786015594;0
268734;1558504982;0
252719;0670857831;0
247752;0061030635;0
264082;0812551095;8
255979;3596145864;0
244593;0061044571;0
243844;0451151259;7
253895;2862749850;8
271284;055325457X;0
251975;3442162939;0
270256;0345307895;5
243759;067164646X;0
249496;0446612901;10
245328;0767900383;9
255092;0449207331;0
255489;0061099449;0
254547;0515132187;0
252471;0373244487;0
271705;0156001314;9
252775;0743412028;8
255544;0440204399;9
241204;0553580051;0
262399;0425132625;0
254465;0060175680;0
274308;043935806X;0
273907;0345322215;4
269566;0553284185;0
248496;1850293848;9
241305;0553296981;9
256407;0786011645;0
276487;8420634263;5
245963;044900273X;0
254465;0060929952;0
242061;0385333404;2
268330;0717289117;0
276680;1400061598;0
246671;0312907176;0
260840;0140444785;5
265313;0451457501;8
261037;1853262218;8
274220;3442450608;9
246216;0141002077;8
243077;0679743685;0
266226;0140109218;0
265004;0312863020;8
248249;0449204324;9
257028;0671027522;0
258534;0140290338;0
270713;0684826127;9
270020;0967834368;0
270820;055305354X;8
263112;096515310X;5
255489;0451458443;7
243004;0786817070;10
265313;0449911020;0
275970;0140020705;0
252292;0843951826;9
262399;0425149145;0
262421;0762411244;5
256618;0451184785;3
266331;1878067184;8
275638;0811212165;0
264321;0821757903;5
257700;0534368018;0
262998;0738206539;6
258534;0871132079;0
245963;0898792118;0
249924;082760226X;0
271375;0670843024;9
269566;0553258311;0
259260;031242227X;5
252695;0373484364;0
252695;0345314433;0
253821;0373482965;0
248477;0671041576;10
248718;0939149850;9
269566;0590431307;0
252820;0385236239;7
256791;3423129549;0
273849;1842223739;6
265595;0340582375;0
255489;1551668629;9
244097;0515136263;8
257475;1573229067;5
262659;887684693X;0
261738;2070373630;0
245963;0140430059;0
245864;0446601241;0
240609;0743469844;8
244349;0061099325;0
254899;0399147195;0
240829;0942456106;0
257204;0886771412;10
256882;0446605387;7
252848;037326299X;0
274539;0061099570;8
251613;0064470660;0
265313;0345342968;0
259035;0385316348;0
243731;0316153990;0
257204;1560768606;0
258566;0451159497;0
247944;2290052981;0
249695;0684872153;0
264372;1853260401;8
263460;0743400569;0
245963;0425092917;0
268984;051510521X;0
275758;0345430816;9
266450;0671525743;0
273110;0440237009;0
276581;0671319825;0
242640;0803210183;0
251072;0385335466;0
264611;0451407830;0
264317;0446527793;0
266056;0805056491;5
251422;0345307356;0
242824;0553584367;0
265313;0312319142;0
242824;0451204077;0
266056;0385720106;8
244708;0553280147;0
261829;0451206878;6
274308;0345327772;0
263163;0553213105;0
259388;0553560727;3
258270;0062771337;8
258534;0440217520;9
251844;0385512104;10
245839;3548600816;0
263877;0771098839;0
245827;0866254072;0
273110;0061030015;0
245568;0515135062;0
251422;0425136205;0
247447;1551667487;0
245963;0812531108;0
273993;0590568744;5
255500;0451202473;10
273979;0064400034;7
273718;0330330276;9
259764;0425124347;0
255078;0812566629;0
241980;0446601241;0
252071;0380470845;0
252843;0671775499;7
240490;0446611212;0
264903;3404920945;0
241377;0871134799;8
267635;0684855321;0
267635;0590423541;0
254465;0373835868;0
249894;0441872867;0
242299;068481076X;0
263163;0385335040;0
251422;0140147683;0
275970;0747266638;0
243077;0886776104;0
245499;3596159253;0
274644;0670327107;8
257204;0886777887;8
261015;0312862202;0
250405;0944072771;0
267346;0821773844;0
266226;034546463X;0
240567;0812504712;8
255846;0140157379;8
242646;0451184726;0
242824;0440220769;0
273781;0895263734;7
251467;0140309578;10
258185;0743453077;9
263163;174059343X;6
268330;0743448642;0
265313;0451457552;8
241614;0140282769;0
276688;0345382315;10
241204;0312280467;0
249111;067945778X;0
265115;0743448642;0
270069;0670808423;4
263272;0451406621;0
250962;0553379267;0
275947;0440213282;8
266865;055321392X;8
265827;0446606812;10
272077;0590417819;0
263733;3453210697;0
263585;2264031379;8
268110;0061032042;0
264321;0062512021;0
242465;0785211578;10
265877;0440241073;0
260907;0140430636;8
242299;0312966091;0
268489;0060173289;5
264085;0525939571;9
271284;0553254324;0
275970;002040400X;0
244994;0345339088;0
242824;067101420X;0
257204;0886776988;10
267830;0743245938;0
246033;0446521582;0
266753;0062517864;9
268110;0385498942;0
250184;0439228581;0
247790;0345419677;4
269566;0449218996;0
245827;0449216411;0
241791;0812520157;0
266226;0310404908;0
274061;0373117698;0
265313;0679735666;0
254038;067102423X;9
264996;0142004235;0
265595;1851522352;0
246634;0684174723;0
265383;0553296981;8
258575;080411868X;0
265313;0439139600;0
246311;0871136791;10
245963;0140422099;0
266268;0446611085;7
247583;3499223155;0
273566;0750900598;5
271206;0684835959;10
255218;0689871155;0
274308;0373280270;0
254971;0062502727;0
248138;0670891509;6
263645;0385297661;0
245963;0425053989;8
271156;0385721420;9
249894;0448165384;0
267510;1576463168;7
249146;0385492103;0
269129;0375703861;7
262577;0312421265;5
257777;0689818769;9
267802;0140445323;0
242824;0446363499;0
243876;3036911154;8
254117;0375506195;0
272373;1551666022;0
259006;0671003755;5
264082;0373117221;0
250405;0898791375;10
248479;0968400515;8
274803;3548238475;0
273344;0380792745;8
240401;0679774386;10
264321;0553258524;8
267538;0380815575;0
257700;0373712103;8
262998;0140447520;8
253101;0671877011;0
258795;0140042520;4
271946;0385245815;0
269719;1560768304;0
251642;0440236673;0
249958;0064410137;10
263877;0425177742;0
256980;0312253338;0
251422;0316284955;0
269566;0140350519;0
264543;067940712X;0
248850;0786000473;8
269799;031242289X;9
248274;0061062413;7
265889;0425167801;8
247429;0871239035;10
250333;0881841242;6
242006;0449004856;0
260067;0679729461;0
240756;0373691513;0
252654;0609801864;4
252695;0515133086;0
266678;0345417623;8
269009;0875421288;7
261829;0312984510;0
267510;0156005891;0
249895;0345342968;8
264637;0380786095;8
249791;078688939X;5
250383;0060529164;0
268330;0965608646;0
266657;0553219480;0
255318;0451174755;0
265595;0312205570;0
265313;0316288292;0
275677;0060987529;8
271284;0449203794;0
253482;042513525X;0
251422;0060088052;0
258084;0316000647;0
266753;0451204956;6
242006;0671701177;10
250645;0425099229;0
242849;0684195976;7
241548;0451190548;0
251422;0553571745;0
250391;034531378X;0
269566;0425110427;0
264281;0440223202;10
258938;0060194790;0
246655;0553582003;0
266753;0156013150;10
242006;0380793423;8
252695;0451405919;10
257965;0688067301;7
256402;0671027387;0
249894;0452284015;7
244375;0877851298;10
243964;050552208X;9
241980;0671695126;10
258534;0316143464;0
255943;1874100098;9
250359;0671759329;0
252292;0064442047;9
260796;0679740392;6
246513;0679722645;0
274061;189221394X;10
253815;3446177108;6
242006;1551660113;0
266226;0553578545;0
247429;0395585643;0
248280;0060977493;0
247129;0446603805;9
275970;0671549197;0
257212;0452260116;9
256688;0349113858;8
274308;0440213525;8
275970;0517591812;0
264903;3596803608;0
259734;0312970617;6
273190;0440234743;10
259228;0399149392;6
252209;0842341676;0
257204;1560764198;0
244627;0876120826;4
242824;0671706365;0
266658;0751512990;0
248420;0679405283;0
245652;0812540220;8
258185;0060505249;0
266007;8472230082;8
269841;0425157539;0
274308;0373106386;0
261829;1558174729;8
262399;0446607444;0
273932;0340149205;0
269566;1558743790;0
243360;0812504429;8
259734;0345391055;6
269566;0553292765;0
252695;1551668203;0
272002;0962500631;7
267409;0061031992;0
247752;042517140X;10
253828;0440236010;8
262404;0441172717;10
254465;0843945044;0
264321;0840748485;4
272273;0451455924;0
242083;0345426541;3
254206;0671042858;10
256167;0312291639;0
266650;1590560353;0
242073;0142004235;0
241204;0345450647;8
266229;0380709538;9
245616;0440241073;9
263460;0486217914;0
245328;0140291091;10
244688;0821773410;0
242824;0451200268;0
252126;1853260126;0
255092;0060671025;9
244277;0446679364;0
247918;0525460543;0
242106;0553569910;0
243917;0684803356;9
275755;0534122949;7
268622;0316693286;0
274308;0451176723;0
261829;0753700891;0
266797;1860467636;0
254465;0764554077;10
271176;0684854295;8
257204;0886771854;0
248775;0312966768;0
246230;0440222656;8
269566;0689711719;0
264117;8478884599;6
259829;0380709570;9
245371;1578050472;0
254064;0380712040;0
262998;0140431225;0
268330;0380754134;0
262399;0425103552;0
257204;0786913436;0
243344;0671525360;8
241052;0006724361;0
248003;0375703861;6
252598;1588468445;0
244277;0060987561;0
270713;031227856X;9
269439;0060176598;0
246318;0142002259;0
242824;0425100049;0
260429;0060804548;7
242824;0373226349;0
254465;0373805152;0
271284;0345386108;0
247469;0061090514;0
260102;0060976845;0
255489;0553254030;0
248301;0671551655;6
265595;0385467761;0
269557;1562477846;8
274358;0393317242;6
274004;B00005Q8R2;0
261603;0451458281;7
267559;0971880107;3
252583;0003252531;0
260492;0451204530;5
265889;0671036505;0
245963;0062513117;0
242824;0441007813;0
257024;0451184963;0
262399;0553579061;0
275909;0140622144;0
242485;0373760787;0
251140;0684802082;0
269852;0971880107;8
268711;0679753796;6
275305;0881846392;0
246711;0553584510;6
246513;0312310064;0
253228;0345356578;8
265487;0380804700;0
257204;0451450205;0
266657;0553443453;8
254676;0140481346;0
269273;0451409183;0
250739;8804474904;0
250405;0020303750;10
273190;0060912928;0
242843;0140254544;0
242824;0373165781;0
241565;0523414161;5
256809;0394704843;0
267033;0679889310;0
276313;0671027360;9
248718;031286793X;0
246000;0765342448;0
276463;0312253737;0
240756;006009348X;0
268330;0717283534;0
271245;0373035446;0
242824;0553290533;0
271176;014044114X;0
261829;0671001795;8
251422;0684803356;0
241749;0373821751;5
263460;0440207290;7
262399;0373619502;0
251394;0553238132;8
259626;039304632X;0
248718;0877282684;3
251843;0312904878;0
245362;0374100128;5
274111;3791530151;10
242106;156597056X;0
262974;0553569155;8
258482;0679453075;10
245963;0671818066;0
271284;0553134671;0
269719;0671019163;0
241537;0812566645;9
252662;0786807067;9
267766;0440221315;5
245312;0553279378;0
245963;0805010858;0
245371;0803263511;7
243077;0786862572;0
261829;0425188930;0
273718;0192815644;10
270820;0671015133;0
258240;0451401441;0
242006;0345416597;0
247537;1560254106;8
269738;0804119961;6
264082;0553296892;0
270326;059035342X;10
262998;0505525526;0
271284;0451153073;0
275970;1573223425;0
275970;0380613255;0
264688;0698119002;10
251476;0441006108;6
245963;0440216877;0
265115;0307201201;0
267061;0698109031;0
246311;0679762108;9
257810;3548359698;5
272626;1582340676;0
246655;0553204572;0
258185;0060096195;0
269719;1551664151;0
261829;044023722X;0
241980;0671041789;10
257204;0441142648;0
243088;0345342968;9
253949;0553212583;4
258270;0743475488;0
268657;0072411406;5
270897;0440131480;0
243119;0812511271;0
251422;0156027321;0
257878;0971880107;8
246655;0373763816;0
250383;0312301847;0
249751;3570204502;7
275302;0886778913;0
254465;0821774034;0
246655;0446605239;0
245864;0440221471;0
243075;0590470051;5
247541;0345389964;0
274700;0140177388;9
250764;044020271X;0
261105;3257227809;0
250764;0440212723;9
262391;1569871213;6
265115;059039990X;0
261105;0465077145;0
268056;0330267388;0
267033;0836218310;9
273507;0590543075;0
274004;0743453344;9
243077;002029865X;0
242465;1568651651;10
256563;044023722x;8
262438;006447268X;9
260183;0743228677;5
259258;0452282195;0
244964;080213825X;5
244994;0345386132;0
241980;0373250479;0
268711;3906647048;6
254465;0445201428;0
249924;0515107867;0
250359;0609803425;0
248398;0451160525;5
275377;0425189244;0
271276;044000523X;0
255798;3596216796;0
256407;0892965851;0
274308;0553272381;0
258084;1592400876;0
252015;0804111359;0
250600;019282211X;8
255814;0385502532;0
252785;1569310963;10
243077;0061052418;0
269566;0689716087;5
243077;0399142282;0
250300;074347032X;6
274139;0439064872;0
249894;081603950X;0
265904;0743448960;6
264085;2070722058;7
276538;3404602927;0
245963;0801008530;0
249628;0880882239;0
259035;1894463110;0
274061;0373029586;0
275673;0884046818;8
259057;8495501090;0
249111;0446356832;6
255218;0345442822;0
242528;0671027387;9
250330;0684849216;0
258482;0743224574;10
255814;034910901X;0
269009;0316910333;9
263606;0385468148;8
242581;0380804557;7
252377;0439087961;10
275737;0395911567;0
250510;0809304600;0
244593;0812967240;5
243360;0425130991;0
268032;0671000314;0
255433;2869301189;7
253352;038067033X;8
249894;0743435273;0
241802;0446608955;9
275970;0452269571;0
251495;0553210092;0
269890;0441007147;0
270713;0895297922;0
262399;1551668246;0
259378;0861631226;0
273110;0553583441;0
261237;034541005X;0
272381;1558746803;6
248496;0380001411;9
246655;0373028865;0
271284;0878579958;0
245091;0684841363;0
269438;0425167313;0
250764;0345374797;0
262998;1899579044;0
274301;0553280368;10
245650;0449003795;7
266842;1852427159;5
258370;0385475721;8
265313;0380752867;0
273978;0380784505;6
252695;0380731223;9
251844;0553288210;0
273939;0345417623;0
272225;0435124331;0
275970;0385335121;0
241198;3630869459;10
254465;0373763352;0
256402;0445405848;0
242824;0671778633;0
254206;0345287215;10
269759;0805014624;0
248718;0671203843;9
267554;0446403695;8
245940;0140378006;10
265785;0671510053;0
274308;0440111560;0
265889;0425179451;9
266226;0446602620;0
251422;0451112601;0
262998;0140274162;8
273057;0689849346;8
251613;0553284118;0
246655;1551664216;0
246655;044021288X;0
245729;3257211945;6
249894;0671721291;8
268622;0684854759;10
263326;0786886307;9
251842;0451128389;10
244602;0861632869;0
242824;0373872437;0
253821;0373288212;0
251422;0345339711;0
241268;8420616621;0
246655;037302813X;0
257822;0618129030;0
265115;0440237416;0
246655;0553287737;0
241666;0446532215;0
264543;0743225406;9
267033;0440224845;0
274061;0671519816;0
269719;0786868015;0
245963;0345290704;0
274854;1582431264;10
270605;0375702709;0
245963;0310539218;0
245827;0452261368;10
241491;1400031362;0
274979;0671023616;0
255814;0349114021;0
273979;0425085295;0
272273;0451450752;9
241305;0451525825;7
254206;1929462093;10
255489;1573220876;0
257204;0345361326;8
259629;0877017883;0
250764;042512164X;0
257204;0441071813;0
250330;0806902655;0
247447;059035342X;10
265115;0842329250;0
267033;0823405796;8
241666;0446530980;0
265115;0451203542;0
259764;0449005836;0
247423;0517571714;10
265889;0778320294;0
250979;038550117X;0
250405;0810394235;0
242465;1580620620;10
251164;0786885688;8
251575;0671690302;0
250333;0375725601;10
254822;0679752706;8
242006;0804112819;0
265313;0812577949;0
261291;0441089348;0
249628;0895778866;7
245958;0451183665;8
246247;0345434684;0
252848;1580970044;0
274308;0425110923;0
242824;037376460X;0
265115;0310201209;0
252071;0449901769;0
249912;038079439X;0
245864;0590452207;0
242361;0440226104;0
244349;0451174410;0
240789;0679452753;0
268330;0440167809;0
243759;080501084X;0
260453;0553582143;0
255846;2842050959;0
276018;0140622454;0
249894;0020125305;10
266816;3442451221;0
270897;0312420153;0
257699;0875426689;10
267061;0380018179;0
241548;0812523482;0
272225;0385096534;0
240745;042513699X;7
247176;0425194507;7
244070;0553351397;10
251149;0316940453;7
251151;0553138634;0
242445;0201354705;0
275302;0553573268;6
267061;0553235559;0
255489;0345370775;0
251422;0373708009;0
246655;0373218192;0
251223;0375411550;8
259378;0207177376;0
259028;0515136549;0
266226;0316507172;0
244627;0671737635;10
258152;0671578375;0
253556;0891090665;0
240543;1572319518;10
274301;0345369068;0
268110;051513385X;0
266478;0449212882;0
245568;0553582747;8
259901;0722535821;0
261105;3426610361;0
262459;0786884657;0
254465;0373223021;0
240568;1558177027;8
246311;0805005285;10
265365;0156006529;5
266226;0425175405;0
245963;0944276059;0
268833;0425129616;7
257454;0312966091;8
264321;0553156500;0
268032;0062731505;0
268751;031226688X;0
245827;0140170790;0
242006;9501515362;9
242824;0553561537;0
254676;0671027123;0
250936;0440216745;8
248276;0066620678;10
245827;0440467012;0
275631;0395486025;8
250935;0312264100;0
244420;0345384377;0
249071;0399140832;0
242409;0525934251;0
254465;0373244665;0
247447;0553296981;10
242106;0373512139;0
251518;0553579606;0
256167;0380802163;0
265185;0316666343;0
266226;015685080X;10
263304;0553246089;0
253771;0380709937;0
265115;0373263694;0
266581;0942407067;0
250101;0061000175;10
248718;0425083837;9
254405;055329105X;0
254765;0192815180;0
244349;0553138634;0
242824;0553442228;0
276463;0671010123;0
245645;0316779237;0
273507;0767905938;6
256844;0373021712;0
254465;0373821867;0
257741;0316507415;0
262998;0207184364;7
272758;0446670251;10
269633;0842358013;0
258185;0671702505;0
271460;0373619421;8
274061;0373056311;10
262700;0375506276;8
254144;0425183971;8
242083;0689806590;0
266226;0451203291;0
243151;0684822652;0
250683;0486261425;10
275970;0486275639;10
274301;0451401050;0
257034;0375756981;0
242914;0971880107;0
249894;188308976X;0
271284;0425098397;0
263918;0453009603;0
249870;1555427073;0
273110;0425170551;0
251003;0446515868;0
257204;0380775956;0
268079;1576738469;7
275970;0553562738;0
272225;1840135751;9
250347;0156027321;5
267788;0307004562;0
276402;0804115362;0
268110;0446314986;0
246247;0451186362;0
258185;0373250282;0
269404;0064400026;9
246621;0743489063;0
264311;0060559128;8
271195;0066212383;0
258553;0345404912;8
241548;0425174808;0
269781;0373484623;0
265115;0671759213;0
259929;006101351X;0
251890;0385114516;3
270906;042506154X;0
268473;0330253565;8
274308;0425080749;0
254377;0425186369;8
250442;0821757628;8
245828;014131088X;0
251613;0553271369;0
267184;0451175751;7
252071;0425181103;0
243584;0345396685;10
251140;0671415271;0
259380;0373168179;0
275012;193213381X;10
253821;0505522160;0
259288;0345315073;5
256789;0140441433;10
241980;0380732343;0
257204;0553298135;0
246671;0380752115;0
252846;0575074019;10
252004;0375756981;5
266753;0449212246;8
275970;0151010749;0
265115;0515085901;0
259829;081256166X;0
241367;0671645412;6
251613;037348397X;0
265115;0671731955;10
270288;0140083049;6
272737;0316569321;0
266054;0679731725;7
250367;1853261122;0
271533;0849911796;8
242794;0312984685;0
265313;0385334834;0
246246;0452281245;5
261015;0375706852;5
240567;0312971346;9
254465;0373201613;0
244994;042518160X;0
267510;0452281679;0
251495;0525248137;0
247447;0312966970;9
242849;1551667371;8
262859;0811802035;0
242106;0843949732;0
242098;0316788228;0
254196;067104172X;5
243210;074341893X;0
274308;0440223822;0
244874;0345391055;0
254160;0446516538;4
274803;3257215444;0
253556;0806994436;0
240568;0446329266;0
257204;0671795678;0
265313;0312872828;0
266226;0252069285;0
265889;0380820838;9
266729;3779702614;0
259249;0399214011;0
258185;0380820536;0
240897;0316138142;0
262998;0713454296;8
241306;0770108989;0
264082;0743410181;5
262459;0515130389;6
270700;0738206679;7
245585;3453160924;0
245963;0380004925;0
270605;0804111146;9
265313;0345378490;0
256407;0446300152;0
251613;0671525204;0
265115;0515094978;0
274061;0812570944;9
256407;0670846724;0
248477;0316777730;0
251522;067976853X;0
266719;2253038504;8
254377;0425181820;8
268622;0553279378;0
268191;1558744150;0
269566;0425131769;0
248850;0312927738;9
267438;0192177737;0
264947;0440202043;0
249111;0376023023;0
274634;0345325818;0
254101;014016930X;0
256402;0842329269;0
241980;0446356603;10
243745;0679767800;0
264321;0449210294;0
263163;0375503994;0
254754;0374410828;8
262246;1853260029;0
242106;0393096084;0
268579;0684195976;0
256557;0800714083;0
246671;0553245244;0
257700;0373711425;8
246304;0452282268;0
268932;0920303676;5
261211;0448089025;7
259064;006000942X;0
271959;0445209674;3
262399;0553585681;0
275970;0060549270;0
265889;1551667223;0
257012;0330029665;0
251394;0590715178;0
271135;006099486X;5
267061;0446353205;0
261355;0689121024;7
270352;0671873210;0
243759;0060191384;0
254465;1551668149;0
245963;0671751506;0
242299;0553527207;0
267053;0552136719;6
247420;0806642602;3
247752;0399148779;0
251422;0553217852;0
266865;0688149111;0
258152;1853264849;0
243012;0060148489;10
252071;0312990065;0
271659;034538475X;7
266226;0451201604;0
274720;0316603570;10
264321;0451196937;0
251019;0345445902;10
269760;0375760911;6
245963;0345370775;0
260959;0451161343;0
257204;0671877569;7
246759;0820323381;4
243077;002553730X;6
250359;340460024X;0
269566;0385417373;0
259380;0425161854;0
271448;0786866276;0
252071;034541389X;0
276171;0140275169;1
250405;0783549377;8
267642;0425172546;0
268110;031213441X;8
272573;0671867113;6
268012;0671730134;5
248259;0831750596;7
249894;0767913000;8
271284;0451153553;0
265105;0743418174;9
243745;1853262684;0
247752;0451202317;0
256247;0140292683;0
263326;0446670251;7
272144;0312421273;7
240756;0380789973;0
248718;0380784149;8
248805;0517207346;8
261829;1551666111;0
250764;0425152898;0
251642;0449218473;0
246513;188954082X;10
250764;0486256588;0
264637;0373201176;0
253771;0441009050;0
246655;0373026730;0
241933;0345336968;8
252222;0723234825;10
266226;0786706155;0
276655;325723161X;8
254899;0441873324;0
250936;078686351X;0
245827;0590425153;0
268032;0440211727;8
262186;0312972628;0
242824;051512947X;0
274644;0380720868;0
274308;0380789035;0
241204;0671755064;0
266054;0375401601;6
249628;0451203771;0
274637;0553263986;4
271558;0345322401;8
246655;0373763557;0
269157;0385095678;0
246507;0142002267;7
245963;0671459953;0
247241;0385335121;0
242006;0373193556;0
265201;0373167997;7
247055;0743418174;0
251422;0373825323;0
273038;0345413369;9
258152;185798787X;8
244349;0515086991;0
262399;0399150838;0
269566;0451517504;0
263534;849710045X;8
265313;055357910X;0
269566;0553282476;0
248718;0671032631;5
264637;0373761414;0
243077;0061092185;0
264996;0393046974;9
256407;0515122564;0
255433;2290302155;7
259057;0670813648;0
260944;0684862719;0
265553;0813514614;8
269566;0515134384;0
268711;3746650275;9
244456;0140149074;8
265313;0684195569;0
244736;0060931396;0
271086;0446604844;8
249048;0452284937;8
258185;0446610550;7
274308;0446362921;0
261603;0812513711;10
258185;0553261622;8
260781;0944386296;10
268110;0373484836;0
247055;0671452177;0
248477;006447075X;8
256407;0899197582;0
265115;0345345142;0
270713;0440221501;0
263275;0194228169;7
247363;0440901588;0
263877;0786004681;0
273920;0849936799;8
256407;0688180639;0
265075;0871135485;8
242824;0380804387;0
250709;0812510127;5
264321;0060194510;0
253226;0671776126;9
275020;1560254289;0
259265;0060921145;9
260781;0944386148;5
259488;0974432601;0
269757;1551668130;0
243328;0141002077;4
275970;0312306121;0
252695;0373037376;0
275239;0394569873;0
254206;0671577972;10
244994;0451191013;0
269321;0373218540;0
266226;0758202253;0
252843;0553583522;0
271538;0192834800;0
264355;0816714649;0
264031;0345443128;9
253277;0140273255;6
254971;044023669X;0
